id,gender,masterCategory,subCategory,year,usage,productDisplayName,filename,articleType,baseColour,season,price,click_count,user_type,purchase_prob,purchase_pred,inventory,inventory_weight,promotion_score
28615,Men,Apparel,Topwear,2012.0,Sports,Nike Men Black T-shirt,28615.jpg,Tshirts,Black,Summer,17.0,1,fashionista,0.3539095,0,85,0.8585858585858586,0.3038616919191919
11684,Men,Apparel,Topwear,2011.0,Casual,Lee Men Striped Shirt,11684.jpg,Tshirts,White,Summer,68.0,3,budget,0.3413895,0,88,0.8888888888888888,0.3034573333333333
40990,Girls,Apparel,Topwear,2012.0,Casual,Palm Tree Girls Milan White Top,40990.jpg,Tops,White,Summer,16.0,2,color_lover,0.68255335,1,44,0.4444444444444444,0.3033570444444444
49049,Women,Accessories,Jewellery,2012.0,Casual,Lucera Women Silver Ring,49049.jpg,Pendant,Silver,Summer,29.0,4,color_lover,0.32083178,0,93,0.9393939393939394,0.30138742969696974
7647,Men,Apparel,Topwear,2011.0,Sports,Puma Men's Ducati One Ups Black T-shirt,7647.jpg,Tshirts,Black,Summer,44.0,1,fashionista,0.38103145,0,77,0.7777777777777778,0.29635779444444443
7741,Men,Footwear,Shoes,2011.0,Sports,Fila Men's Dna Lite Black Blue Shoe,7741.jpg,Casual Shoes,Black,Summer,51.0,2,budget,0.3702448,0,79,0.797979797979798,0.2954478707070707
19879,Women,Footwear,Flip Flops,2011.0,Casual,ADIDAS Women Psychedlic White Flip Flops,19879.jpg,Flip Flops,White,Summer,44.0,3,budget,0.29734582,0,98,0.98989898989899,0.2943423268686869
34071,Women,Footwear,Shoes,2012.0,Casual,Clarks Women Saturn Whizz Leather Black Sandals,34071.jpg,Heels,Black,Winter,66.0,1,fashionista,0.5586979,1,52,0.5252525252525253,0.2934574828282828
5261,Unisex,Accessories,Bags,2017.0,Casual,Wildcraft Unisex Orange & Grey Printed Laptop Backpack,5261.jpg,Backpacks,Black,Summer,68.0,2,budget,0.32472846,0,88,0.8888888888888888,0.28864752
5411,Women,Footwear,Shoes,2011.0,Sports,Tribord To 100 Basic Lady Ss11,5411.jpg,Flip Flops,Black,Summer,30.0,2,budget,0.32426506,0,88,0.8888888888888888,0.2882356088888889
33691,Men,Footwear,Shoes,2012.0,Formal,Cobblerz Men Brown Leather Formal Shoes,33691.jpg,Formal Shoes,Black,Summer,65.0,2,fashionista,0.43190822,0,66,0.6666666666666666,0.2879388133333333
10751,Men,Apparel,Bottomwear,2011.0,Sports,Nike Men Breakline Grey Track Pants,10751.jpg,Jeans,Black,Fall,49.0,2,fashionista,0.33122942,0,86,0.8686868686868687,0.2877346476767677
6907,Women,Apparel,Topwear,2011.0,Casual,Tantra Women's Re-incarnation Cream T-shirt,6907.jpg,Tshirts,Grey,Summer,46.0,1,budget,0.4729218,0,60,0.6060606060606061,0.2866192727272727
44906,Men,Apparel,Bottomwear,2012.0,Casual,Puma Men White 3/4 Length Pants,44906.jpg,Lounge Pants,White,Summer,87.0,1,fashionista,0.42216077,0,67,0.6767676767676768,0.28570476353535357
53738,Men,Apparel,Bottomwear,2012.0,Casual,ADIDAS Men White Track Pant,53738.jpg,Lounge Pants,White,Fall,39.0,1,budget,0.37919003,0,74,0.7474747474747475,0.2834349719191919
23521,Men,Accessories,Watches,2016.0,Casual,ADIDAS Men Black Dial Watch,23521.jpg,Watches,Black,Winter,81.0,1,fashionista,0.33223298,0,84,0.8484848484848485,0.2818946496969697
28525,Men,Apparel,Topwear,2012.0,Casual,Nike Men Man U Core Black T-shirt,28525.jpg,Tshirts,Black,Summer,57.0,3,budget,0.3908106,0,71,0.7171717171717171,0.28027830909090906
26676,Women,Footwear,Flip Flops,2012.0,Casual,Puma Women Stawberry Pink Flip Flops,26676.jpg,Flip Flops,Red,Summer,54.0,3,color_lover,0.31772193,0,87,0.8787878787878788,0.2792101809090909
40972,Girls,Apparel,Topwear,2012.0,Casual,Palm Tree Girls Knits White Tops,40972.jpg,Tops,White,Summer,65.0,0,budget,0.46784016,0,59,0.5959595959595959,0.2788138327272727
35051,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Printed Blue Kurtis,35051.jpg,Kurtas,Blue,Summer,44.0,2,budget,0.5203486,1,53,0.5353535353535354,0.27857046262626267
5809,Women,Apparel,Bottomwear,2011.0,Casual,Puma Women Black Capris,5809.jpg,Track Pants,Navy Blue,Fall,24.0,1,budget,0.3678612,0,74,0.7474747474747475,0.27496695757575756
44113,Women,Personal Care,Fragrance,2017.0,Casual,Boss Women Sunset Perfume,44113.jpg,Perfume and Body Mist,Orange,Spring,52.0,0,budget,0.48536557,0,56,0.5656565656565656,0.2745502214141414
49666,Men,Accessories,Eyewear,2016.0,Casual,United Colors of Benetton Men Sunglass,49666.jpg,Sunglasses,Black,Winter,53.0,1,budget,0.40546224,0,67,0.6767676767676768,0.2744037381818182
10161,Men,Footwear,Shoes,2011.0,Sports,Puma Men Cabana Racer White Sports Shoes,10161.jpg,Casual Shoes,White,Fall,51.0,2,budget,0.31150138,0,86,0.8686868686868687,0.2705971583838384
11371,Men,Apparel,Topwear,2011.0,Casual,United Colors Of Benetton Men Summer Black Shirts,11371.jpg,Tshirts,Black,Fall,37.0,6,fashionista,0.3355711,0,79,0.797979797979798,0.2677789585858586
17829,Men,Footwear,Shoes,2011.0,Sports,Nike Men Dual Fusion ST 2 White Sports Shoe,17829.jpg,Sports Shoes,White,Fall,34.0,0,budget,0.4205254,0,63,0.6363636363636364,0.26760707272727274
32221,Women,Apparel,Topwear,2012.0,Ethnic,Fabindia Women Purple & Blue Striped Kurta,32221.jpg,Kurtas,Blue,Fall,39.0,4,budget,0.37464517,0,70,0.7070707070707071,0.2649006252525253
39753,Boys,Apparel,Bottomwear,2012.0,Casual,Gini Jony Boys Khaki Trousers,39753.jpg,Jeans,Blue,Summer,41.0,1,budget,0.30664834,0,85,0.8585858585858586,0.2632839282828283
19314,Unisex,Accessories,Bags,2011.0,Casual,Nike Unisex Graphic North Classic Red Backpack,19314.jpg,Backpacks,Blue,Summer,40.0,2,fashionista,0.26576382,0,98,0.98989898989899,0.263079336969697
39037,Men,Accessories,Cufflinks,2012.0,Formal,Belmonte Men Steel Bright Assorted Cufflinks,39037.jpg,Cufflinks,White,Winter,80.0,3,budget,0.35147402,0,74,0.7474747474747475,0.26271795434343437
30344,Men,Apparel,Topwear,2012.0,Casual,Myntra Men Flash Off White T-shirt,30344.jpg,Tshirts,Off White,Summer,48.0,2,color_lover,0.3558954,0,73,0.7373737373737373,0.26242792121212116
26929,Women,Apparel,Topwear,2012.0,Casual,Jealous 21 Women Dark Grey Tunic,26929.jpg,Tops,Black,Summer,15.0,3,budget,0.2894024,0,89,0.898989898989899,0.2601698343434343
20389,Women,Accessories,Bags,2015.0,Casual,Baggit Women Praise Taj Brown Handbag,20389.jpg,Handbags,Brown,Summer,58.0,2,color_lover,0.29216945,0,88,0.8888888888888888,0.25970617777777777
35439,Boys,Apparel,Topwear,2012.0,Casual,Doodle Boys Check Black Shirt,35439.jpg,Shirts,Blue,Summer,31.0,2,color_lover,0.40700772,0,63,0.6363636363636364,0.2590049127272727
24074,Women,Footwear,Shoes,2015.0,Casual,Catwalk Women Beige Shoes,24074.jpg,Flats,Black,Summer,37.0,1,budget,0.44639066,0,57,0.5757575757575758,0.2570128042424243
43465,Women,Apparel,Loungewear and Nightwear,2017.0,Casual,SDL by Sweet Dreams Women Pink Pyjama Set,43465.jpg,Tops,White,Summer,80.0,3,color_lover,0.38402665,0,66,0.6666666666666666,0.25601776666666665
35339,Women,Accessories,Jewellery,2016.0,Ethnic,Fabindia Women Anusuya Green Pendant,35339.jpg,Earrings,Silver,Summer,40.0,1,budget,0.526629,1,48,0.48484848484848486,0.25533527272727274
2205,Men,Apparel,Topwear,2010.0,Sports,ADIDAS Men Stripe White T-shirt,2205.jpg,Tshirts,White,Summer,48.0,2,color_lover,0.26278937,0,96,0.9696969696969697,0.2548260557575758
20026,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Striped White Shirt,20026.jpg,Shirts,White,Summer,62.0,1,budget,0.29672593,0,85,0.8585858585858586,0.25476468737373736
58888,Men,Accessories,Ties,2012.0,Casual,Hakashi Men White Tie,58888.jpg,Ties,White,Summer,72.0,1,budget,0.5361297,1,47,0.47474747474747475,0.25452622121212126
43059,Men,Apparel,Topwear,2012.0,Casual,Nike Men Blue FFF Football T-shirt,43059.jpg,Tshirts,Blue,Summer,40.0,2,fashionista,0.42602482,0,59,0.5959595959595959,0.2538935795959596
10604,Unisex,Accessories,Headwear,2011.0,Sports,Nike Unisex Tennis Red Caps,10604.jpg,Caps,Red,Summer,51.0,3,budget,0.35856223,0,70,0.7070707070707071,0.25352884949494947
29399,Men,Apparel,Bottomwear,2012.0,Formal,Genesis Men Grey Trousers,29399.jpg,Trousers,Blue,Fall,66.0,4,color_lover,0.26266438,0,95,0.9595959595959596,0.25205167777777776
30319,Men,Apparel,Topwear,2012.0,Casual,Myntra Men Feared Strom Drive Pink T-shirt,30319.jpg,Tshirts,White,Summer,16.0,2,fashionista,0.2926841,0,85,0.8585858585858586,0.2512944292929293
15945,Men,Accessories,Wallets,2011.0,Casual,Turtle Men Leather Brown Wallets,15945.jpg,Wallets,Brown,Summer,46.0,1,budget,0.4603515,0,54,0.5454545454545454,0.2511008181818182
37773,Men,Apparel,Topwear,2012.0,Casual,John Players Men Red Gingham Shirt,37773.jpg,Shirts,Red,Fall,25.0,3,fashionista,0.48548895,0,51,0.5151515151515151,0.2501003681818182
15867,Unisex,Footwear,Shoes,2011.0,Casual,Warner Bros Kids Unisex SD Silly Shoe Silver Casual Shoes,15867.jpg,Sports Shoes,White,Fall,75.0,0,fashionista,0.2518574,0,98,0.98989898989899,0.24931338585858587
11665,Women,Apparel,Topwear,2011.0,Casual,Lee Women Printed Blue Tshirts,11665.jpg,Tshirts,Blue,Summer,17.0,3,fashionista,0.4313443,0,57,0.5757575757575758,0.2483497484848485
18959,Women,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Women Solid Blue Sweater,18959.jpg,Tops,Blue,Fall,32.0,4,color_lover,0.72292614,1,34,0.3434343434343434,0.24827766424242423
39685,Men,Footwear,Shoes,2012.0,Casual,Lotto Men Black Shoes,39685.jpg,Casual Shoes,Black,Fall,27.0,1,budget,0.5460667,1,45,0.45454545454545453,0.24821213636363637
1927,Unisex,Accessories,Bags,2011.0,Sports,Domyos Navy Blue Bag,1927.jpg,Backpacks,Blue,Summer,16.0,2,color_lover,0.52210975,1,47,0.47474747474747475,0.24787028535353536
26654,Men,Footwear,Shoes,2012.0,Sports,Puma Men Black Sports Shoes,26654.jpg,Sports Shoes,Black,Summer,35.0,3,color_lover,0.25491256,0,96,0.9696969696969697,0.247187936969697
29184,Men,Apparel,Topwear,2012.0,Casual,United Colors of Benetton Men Blue Shirt,29184.jpg,Shirts,Blue,Fall,35.0,0,budget,0.39860168,0,61,0.6161616161616161,0.24560305535353535
37569,Girls,Apparel,Topwear,2012.0,Casual,Madagascar3 Infant Girls Light Green T-Shirt,37569.jpg,Tshirts,Yellow,Summer,15.0,3,budget,0.26011142,0,93,0.9393939393939394,0.24434709151515152
38010,Men,Accessories,Watches,2016.0,Casual,Q&Q Men White Dial Watch DB06J304Y,38010.jpg,Watches,White,Winter,39.0,2,budget,0.2882239,0,83,0.8383838383838383,0.24164225959595956
9852,Men,Apparel,Bottomwear,2011.0,Formal,Indian Terrain Men Jason Beige Trousers,9852.jpg,Trousers,Blue,Fall,42.0,1,fashionista,0.32755846,0,73,0.7373737373737373,0.24153300585858584
54079,Women,Apparel,Topwear,2012.0,Ethnic,Mumbai Slang Women Black Kurti,54079.jpg,Kurtas,Black,Summer,76.0,1,fashionista,0.32877505,0,72,0.7272727272727273,0.2391091272727273
27739,Women,Accessories,Bags,2015.0,Casual,Murcia Black Handbag,27739.jpg,Handbags,Black,Winter,90.0,0,budget,0.24279422,0,97,0.9797979797979798,0.23788928626262626
42965,Men,Accessories,Wallets,2012.0,Casual,French Connection Men Black Wallet,42965.jpg,Wallets,Black,Summer,20.0,2,fashionista,0.39670303,0,59,0.5959595959595959,0.23641897747474747
50874,Women,Apparel,Saree,2012.0,Ethnic,Prafful Purple & Green Printed Sari,50874.jpg,Sarees,Red,Fall,73.0,3,budget,0.42134804,0,55,0.5555555555555556,0.23408224444444445
47216,Men,Footwear,Sandal,2012.0,Casual,Franco Leone Men Brown Sandals,47216.jpg,Sandals,Brown,Summer,36.0,3,color_lover,0.25126976,0,92,0.9292929292929293,0.23350321131313131
30983,Men,Personal Care,Fragrance,2017.0,Casual,Ferrari Men Perfume,30983.jpg,Perfume and Body Mist,Black,Spring,73.0,3,fashionista,0.23346087,0,98,0.98989898989899,0.2311026793939394
22189,Men,Footwear,Shoes,2012.0,Casual,Timberland Men Brown Casual Shoes,22189.jpg,Casual Shoes,Brown,Summer,59.0,0,budget,0.41477758,0,55,0.5555555555555556,0.23043198888888888
26105,Men,Apparel,Topwear,2012.0,Formal,John Miller Men Striped Purple Shirt,26105.jpg,Shirts,Blue,Fall,49.0,3,fashionista,0.2475579,0,92,0.9292929292929293,0.23005380606060605
55468,Women,Personal Care,Lips,2017.0,Casual,Revlon Super Lusterous Coffee Break Lipstick 303,55468.jpg,Lipstick,Pink,Spring,44.0,2,budget,0.33439773,0,68,0.6868686868686869,0.2296873296969697
13459,Men,Apparel,Topwear,2011.0,Casual,United Colors of Benetton Men Check Blue Shirts,13459.jpg,Shirts,Green,Fall,91.0,3,budget,0.31132928,0,73,0.7373737373737373,0.22956603474747472
12542,Women,Apparel,Topwear,2011.0,Casual,Tantra Women Blue Printed T-shirt,12542.jpg,Tshirts,Blue,Summer,88.0,1,color_lover,0.34366757,0,66,0.6666666666666666,0.2291117133333333
18817,Men,Accessories,Wallets,2011.0,Formal,Peter England Men Statements Black Wallet,18817.jpg,Wallets,Black,Winter,56.0,1,budget,0.370139,0,61,0.6161616161616161,0.22806544444444443
57099,Women,Apparel,Bottomwear,2012.0,Casual,Elle Women Purple Capris,57099.jpg,Dresses,Blue,Summer,33.0,4,color_lover,0.25340077,0,89,0.898989898989899,0.22780473262626263
