customer_segment,article_id,product_name,product_type,product_group,color_group,style,occasion,target_audience,inventory_level,promotion_strategy,recommended_strategy,product_copy_angle,segment_copy_angle,avg_selling_price,avg_purchase_probability,avg_inventory_score,avg_segment_match_score,avg_campaign_score,customer_count,raw_campaign_score,campaign_score,purchase_probability,ranking_explanation
Inactive Budget Shoppers,528199003,Cedrica puff,T-shirt,Garment Upper body,Dark Blue,elegant,work_or_outing,Ladieswear,medium,Awareness campaign,"Win-back discounts, simple value offers, clearance promotions",elegant and work_or_outing focused,"affordable, practical, low-commitment",0.0101525423728813,0.7999008,0.7,1.0,0.8249504,1,0.8249504,0.7787770340889948,0.7999008,"Recommended for Inactive Budget Shoppers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.82."
Inactive Budget Shoppers,569997028,R-NECK BASIC FIT FANCY,T-shirt,Garment Upper body,Light Beige,elegant,work_or_outing,Menswear,medium,Awareness campaign,"Win-back discounts, simple value offers, clearance promotions",elegant and work_or_outing focused,"affordable, practical, low-commitment",0.0113186440677965,0.7982717,0.7,1.0,0.82413585,1,0.82413585,0.7777195731253572,0.7982717,"Recommended for Inactive Budget Shoppers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.82."
Inactive Budget Shoppers,663826002,Cola,Blouse,Garment Upper body,Dark Green,elegant,work_or_outing,Ladieswear,medium,Awareness campaign,"Win-back discounts, simple value offers, clearance promotions",elegant and work_or_outing focused,"affordable, practical, low-commitment",0.0122118644067796,0.7973521,0.7,1.0,0.82367605,1,0.82367605,0.7771226539048298,0.7973521,"Recommended for Inactive Budget Shoppers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.82."
Inactive Budget Shoppers,572480004,Abbie Rib L/S,Top,Garment Upper body,Black,everyday,daily_wear,Divided,low,Premium positioning,"Win-back discounts, simple value offers, clearance promotions",everyday and daily_wear focused,"affordable, practical, low-commitment",0.0077186440677965,0.985057225,0.3,1.0,0.8175286125,2,0.8175286125,0.7691419588183989,0.985057225,"Recommended for Inactive Budget Shoppers because it has an average purchase probability of 0.99, an inventory score of 0.30, a segment match score of 1.00, and a raw campaign score of 0.82."
Inactive Budget Shoppers,807241018,1p Socks,Socks,Socks & Tights,Light Pink,everyday,daily_wear,Ladieswear,low,Premium positioning,"Win-back discounts, simple value offers, clearance promotions",everyday and daily_wear focused,"affordable, practical, low-commitment",0.0030470809792843,0.98488,0.3,1.0,0.8174399999999999,2,0.8174399999999999,0.7690269207487404,0.98488,"Recommended for Inactive Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 0.30, a segment match score of 1.00, and a raw campaign score of 0.82."
Inactive Budget Shoppers,720137003,Cornelia Thong LP,Underwear bottom,Underwear,Light Pink,everyday,daily_wear,Ladieswear,low,Premium positioning,"Win-back discounts, simple value offers, clearance promotions",everyday and daily_wear focused,"affordable, practical, low-commitment",0.0030958965209634,0.9847143241666667,0.3,1.0,0.8173571620833333,12,0.8173571620833333,0.7689193793293259,0.9847143241666667,"Recommended for Inactive Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 0.30, a segment match score of 1.00, and a raw campaign score of 0.82."
Engaged Budget Shoppers,610776020,Tilly (1),T-shirt,Garment Upper body,Black,elegant,work_or_outing,Ladieswear,high,Promote aggressively,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0081294298921416,0.9838450777777779,1.0,1.0,0.9919225388888889,9,0.9919225388888889,0.9955427561319452,0.9838450777777779,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.99."
Engaged Budget Shoppers,649690001,Fringe Land Cheeky Brief Speed,Swimwear bottom,Swimwear,Black,everyday,vacation,Ladieswear,high,Promote aggressively,"Deal-focused campaigns, bundle offers, personalized sale alerts",everyday and vacation focused,"value-driven, timely, deal-oriented",0.0067627118644067,0.98316747,1.0,1.0,0.9915837350000001,1,0.9915837350000001,0.9951029158682062,0.98316747,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.99."
Engaged Budget Shoppers,881916002,Peru ss,T-shirt,Garment Upper body,White,elegant,work_or_outing,Divided,high,Promote aggressively,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0079020715630884,0.9811379,1.0,1.0,0.99056895,1,0.99056895,0.9937855068399266,0.9811379,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.99."
Engaged Budget Shoppers,881916001,Peru ss,T-shirt,Garment Upper body,Black,elegant,work_or_outing,Divided,high,Promote aggressively,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0080197740112993,0.9809254,1.0,1.0,0.9904626999999999,1,0.9904626999999999,0.9936475715046046,0.9809254,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.99."
Engaged Budget Shoppers,887659010,Carla top,T-shirt,Garment Upper body,White,elegant,work_or_outing,Divided,high,Promote aggressively,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.008010785824345,0.9807097333333333,1.0,1.0,0.9903548666666667,3,0.9903548666666667,0.993507580662325,0.9807097333333333,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.99."
Engaged Budget Shoppers,853589004,Anki puff tee,T-shirt,Garment Upper body,Light Orange,elegant,work_or_outing,Divided,high,Deprioritize,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0135423728813559,0.89742506,1.0,1.0,0.94871253,1,0.94871253,0.9394468778697929,0.89742506,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.95."
Engaged Budget Shoppers,725663001,Ruffle Tanga,Swimwear bottom,Swimwear,Yellow,everyday,vacation,Ladieswear,high,Deprioritize,"Deal-focused campaigns, bundle offers, personalized sale alerts",everyday and vacation focused,"value-driven, timely, deal-oriented",0.0123200782268578,0.89701678,1.0,1.0,0.94850839,2,0.94850839,0.9391818602758858,0.89701678,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.95."
Engaged Budget Shoppers,608210006,ED coco sleeveless,Top,Garment Upper body,Dark Blue,elegant,work_or_outing,Ladieswear,high,Deprioritize,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0085084745762711,0.8969559,1.0,1.0,0.94847795,1,0.94847795,0.9391423426137003,0.8969559,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.95."
Engaged Budget Shoppers,865076001,Hazel,T-shirt,Garment Upper body,Black,elegant,work_or_outing,Ladieswear,medium,Personalized recommendation,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0082417096536476,0.9838764618181819,0.7,1.0,0.9169382309090909,11,0.9169382309090909,0.8981970086959129,0.9838764618181819,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.92."
Engaged Budget Shoppers,772005017,Tilly.,T-shirt,Garment Upper body,White,elegant,work_or_outing,Ladieswear,medium,Personalized recommendation,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0078847457627118,0.978751275,0.7,1.0,0.9143756375,2,0.9143756375,0.8948702116966019,0.978751275,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.91."
Engaged Budget Shoppers,759807007,Cilla tube top,T-shirt,Garment Upper body,Black,elegant,work_or_outing,Divided,medium,Personalized recommendation,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0075603190428713,0.9761097833333334,0.6999999999999998,1.0,0.9130548916666666,3,0.9130548916666666,0.8931555997493462,0.9761097833333334,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.91."
Engaged Budget Shoppers,864151004,Crabfish triange top,Bikini top,Swimwear,Beige,everyday,vacation,Divided,high,Discount campaign,"Deal-focused campaigns, bundle offers, personalized sale alerts",everyday and vacation focused,"value-driven, timely, deal-oriented",0.0123559322033897,0.7980598,1.0,1.0,0.8990298999999999,1,0.8990298999999999,0.8749481463053054,0.7980598,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.90."
Engaged Budget Shoppers,875239006,Flamingo,Dress,Garment Full body,Off White,elegant,work_or_outing,Ladieswear,high,Discount campaign,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0112824858757061,0.79691035,1.0,1.0,0.898455175,1,0.898455175,0.8742020297350193,0.79691035,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.90."
Engaged Budget Shoppers,571598032,TP NILS basic shorts SB,Shorts,Garment Lower body,Grey,elegant,work_or_outing,Baby/Children,high,Discount campaign,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0073389830508474,0.7952751,1.0,1.0,0.89763755,1,0.89763755,0.8731405767605005,0.7952751,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.90."
Engaged Budget Shoppers,721911002,LOGG Pluto OTS,Top,Garment Upper body,Light Pink,elegant,work_or_outing,Ladieswear,medium,Awareness campaign,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0081186440677966,0.7998432,0.7,1.0,0.8249215999999999,1,0.8249215999999999,0.7787396454992792,0.7998432,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.82."
Engaged Budget Shoppers,668628001,Amy campaign,Blouse,Garment Upper body,White,elegant,work_or_outing,Ladieswear,medium,Awareness campaign,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0108813559322033,0.7998029,0.7,1.0,0.82490145,1,0.82490145,0.7787134864686277,0.7998029,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.82."
Engaged Budget Shoppers,540382005,MIMMI 2-PACK,T-shirt,Garment Upper body,White,elegant,work_or_outing,Baby/Children,medium,Awareness campaign,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0119830508474576,0.79740393,0.7,1.0,0.8237019649999999,1,0.8237019649999999,0.7771562971444991,0.79740393,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.82."
Engaged Budget Shoppers,616101001,Elastic heart top,Bikini top,Swimwear,Black,everyday,vacation,Ladieswear,low,Premium positioning,"Deal-focused campaigns, bundle offers, personalized sale alerts",everyday and vacation focused,"value-driven, timely, deal-oriented",0.0050677966101694,0.98327404,0.3,1.0,0.8166370199999999,1,0.8166370199999999,0.7679844801317349,0.98327404,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 0.30, a segment match score of 1.00, and a raw campaign score of 0.82."
Engaged Budget Shoppers,731608001,Brody V-neck,T-shirt,Garment Upper body,Black,elegant,work_or_outing,Ladieswear,low,Premium positioning,"Deal-focused campaigns, bundle offers, personalized sale alerts",elegant and work_or_outing focused,"value-driven, timely, deal-oriented",0.0082493946731234,0.9823088533333334,0.3,1.0,0.8161544266666666,3,0.8161544266666666,0.7673579702657821,0.9823088533333334,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 0.30, a segment match score of 1.00, and a raw campaign score of 0.82."
Engaged Budget Shoppers,552590001,RAPPERS DELIGHT cheeky brief_,Swimwear bottom,Swimwear,Black,everyday,vacation,Ladieswear,low,Premium positioning,"Deal-focused campaigns, bundle offers, personalized sale alerts",everyday and vacation focused,"value-driven, timely, deal-oriented",0.0042203389830508,0.98200065,0.3,1.0,0.816000325,1,0.816000325,0.7671579131828143,0.98200065,"Recommended for Engaged Budget Shoppers because it has an average purchase probability of 0.98, an inventory score of 0.30, a segment match score of 1.00, and a raw campaign score of 0.82."
Loyal High-Value Customers,780031001,PS FI LEATHER LEGGINGS,Leggings/Tights,Garment Lower body,Black,everyday,daily_wear,Ladieswear,high,Promote aggressively,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.4220338983050847,0.98088247,1.0,1.0,0.990441235,1,0.990441235,0.9936197053213324,0.98088247,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.98, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.99."
Loyal High-Value Customers,910642001,Italian Carpet coat,Jacket,Garment Upper body,Greenish Khaki,streetwear,daily_wear,Ladieswear,high,Promote aggressively,"VIP rewards, early access, premium recommendations, loyalty campaigns",streetwear and daily_wear focused,"exclusive, personalized, rewarding",0.2272881355932203,0.9702341,1.0,1.0,0.9851170499999999,1,0.9851170499999999,0.9867077689138862,0.9702341,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.97, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.99."
Loyal High-Value Customers,784273001,Gatito fur coat,Coat,Garment Upper body,Beige,everyday,daily_wear,Ladieswear,high,Promote aggressively,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.1677966101694915,0.96865124,1.0,1.0,0.98432562,1,0.98432562,0.9856803226792148,0.96865124,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.97, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.98."
Loyal High-Value Customers,787147002,Ceder Coat,Jacket,Garment Upper body,Black,streetwear,daily_wear,Ladieswear,high,Promote aggressively,"VIP rewards, early access, premium recommendations, loyalty campaigns",streetwear and daily_wear focused,"exclusive, personalized, rewarding",0.1555042372881355,0.9686274699999999,1.0,1.0,0.984313735,2,0.984313735,0.9856648933948824,0.9686274699999999,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.97, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.98."
Loyal High-Value Customers,876342001,Coaster jacket,Jacket,Garment Upper body,Black,streetwear,daily_wear,Ladieswear,high,Promote aggressively,"VIP rewards, early access, premium recommendations, loyalty campaigns",streetwear and daily_wear focused,"exclusive, personalized, rewarding",0.2920127118644067,0.9682363575,1.0,1.0,0.98411817875,4,0.98411817875,0.9854110193533008,0.9682363575,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.97, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.98."
Loyal High-Value Customers,849361004,Raven blazer,Blazer,Garment Upper body,Light Yellow,elegant,work_or_outing,Ladieswear,high,Deprioritize,"VIP rewards, early access, premium recommendations, loyalty campaigns",elegant and work_or_outing focused,"exclusive, personalized, rewarding",0.0622711864406779,0.8999874,1.0,1.0,0.9499937,1,0.9499937,0.9411101118797169,0.8999874,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.95."
Loyal High-Value Customers,788687002,Seashore Dress,Dress,Garment Full body,Light Beige,elegant,work_or_outing,Ladieswear,high,Deprioritize,"VIP rewards, early access, premium recommendations, loyalty campaigns",elegant and work_or_outing focused,"exclusive, personalized, rewarding",0.084228813559322,0.8999025,1.0,1.0,0.94995125,1,0.94995125,0.9410550026563341,0.8999025,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.95."
Loyal High-Value Customers,729603002,Pound jacket,Jacket,Garment Upper body,White,streetwear,daily_wear,Ladieswear,high,Deprioritize,"VIP rewards, early access, premium recommendations, loyalty campaigns",streetwear and daily_wear focused,"exclusive, personalized, rewarding",0.084728813559322,0.8998391,1.0,1.0,0.94991955,1,0.94991955,0.9410138492433486,0.8998391,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.90, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.95."
Loyal High-Value Customers,763323004,Strindberg coat,Coat,Garment Upper body,Black,everyday,daily_wear,Ladieswear,medium,Personalized recommendation,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.2176723163841807,0.96853614,0.6999999999999998,1.0,0.90926807,3,0.90926807,0.8882394913597357,0.96853614,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.97, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.91."
Loyal High-Value Customers,784279001,Shallow coat,Coat,Garment Upper body,Black,everyday,daily_wear,Ladieswear,medium,Personalized recommendation,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.2525423728813559,0.96723026,0.7,1.0,0.90861513,1,0.90861513,0.8873918349094287,0.96723026,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.97, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.91."
Loyal High-Value Customers,534181001,Femme (1),Coat,Garment Upper body,Dark Beige,everyday,daily_wear,Ladieswear,medium,Personalized recommendation,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.1423644067796609,0.9664446,0.7,1.0,0.9082223,1,0.9082223,0.8868818571421391,0.9664446,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.97, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.91."
Loyal High-Value Customers,856551005,Rose skirt,Skirt,Garment Lower body,Dark Red,everyday,daily_wear,Ladieswear,high,Discount campaign,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.0593050847457627,0.79993606,1.0,1.0,0.8999680299999999,1,0.8999680299999999,0.8761660406688403,0.79993606,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.90."
Loyal High-Value Customers,738070001,SC JACQUES top,T-shirt,Garment Upper body,Black,elegant,work_or_outing,Ladieswear,high,Discount campaign,"VIP rewards, early access, premium recommendations, loyalty campaigns",elegant and work_or_outing focused,"exclusive, personalized, rewarding",0.0804915254237287,0.79946053,1.0,1.0,0.899730265,1,0.899730265,0.8758573705982255,0.79946053,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.90."
Loyal High-Value Customers,579302015,Clarence Push Wireless Farg,Bra,Underwear,Dark Blue,everyday,daily_wear,Ladieswear,high,Discount campaign,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.0320750605326875,0.7992982,1.0,1.0,0.8996491,1,0.8996491,0.8757520009841888,0.7992982,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.80, an inventory score of 1.00, a segment match score of 1.00, and a raw campaign score of 0.90."
Loyal High-Value Customers,760857005,Richard cardigan,Cardigan,Garment Upper body,Beige,everyday,daily_wear,Ladieswear,medium,Awareness campaign,"VIP rewards, early access, premium recommendations, loyalty campaigns",everyday and daily_wear focused,"exclusive, personalized, rewarding",0.0496638418079095,0.79970574,0.7,1.0,0.82485287,1,0.82485287,0.7786504191877811,0.79970574,"Recommended for Loyal High-Value Customers because it has an average purchase probability of 0.80, an inventory score of 0.70, a segment match score of 1.00, and a raw campaign score of 0.82."
